priority_bucket,priority_rank,uncertain_id,title,authors,year,venue,source,screen_reason,second_pass_recommendation,confidence,fulltext_access,fulltext_source,landing_page_url,pdf_url,download_status,local_pdf_path,review_action,notes
manual_access_check,4,UT-0260,"Designing the architecture of a blockchain platform: the case of Alastria, a national public permissioned blockchain",Javier W. Ibáñez; Salvatore Moccia,2021,International Journal of Intellectual Property Management,openalex,tech_only_no_context,needs_manual,medium,unknown,openalex,https://doi.org/10.1504/ijipm.2021.118729,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0286,Endogenous Trusted DRL-Based Service Function Chain Orchestration for IoT,Shaoyong Guo; Yuanyuan Qi; Yi Jin; Wenjing Li; Xuesong Qiu; Luoming Meng,2021,IEEE Transactions on Computers,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/tc.2021.3051681,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0246,SmartCoin: A novel incentive mechanism for vehicles in intelligent transportation system based on consortium blockchain,Lokendra Vishwakarma; Debasis Das,2021,Vehicular Communications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.vehcom.2021.100429,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0257,Verifiable Authentication and Issuance of Academic Certificates Using Permissioned Blockchain Network,E. Suresh Babu; B. K. N. Srinivasarao; Ilaiah Kavati; Mekala Srinivasa Rao,2021,International Journal of Information Security and Privacy,openalex,tech_only_no_context,needs_manual,medium,unknown,openalex,https://doi.org/10.4018/ijisp.2022010107,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0085,d-BAME: Distributed Blockchain-Based Anonymous Mobile Electronic Voting,E. Zaghloul; T. Li; J. Ren,2021,IEEE Internet of Things Journal,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/jiot.2021.3074877,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0221,A Blockchain-Based Conceptual Model for Curbing Institutional Academic Certificate Fraud,Esther Kabibi Nzaro; Kennedy Nyabuti Ondimu; Fullgence Mwakondo,2022,International Journal of Computer Applications Technology and Research,openalex,tech_only_no_context,needs_manual,medium,unknown,openalex,https://doi.org/10.7753/ijcatr1107.1002,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0077,Blockchain Overcomes Corruption: Towards Smart Institutions and Governance,H. Mazloum; G. Abdelkader; N. Mazloum,2022,2022 International Conference on Smart Systems and Power Management (IC2SPM),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/ic2spm56638.2022.9988865,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0096,Blockchain and Trust,M. Bursell,2022,Trust in Computer Systems and the Cloud,ieee,tech_with_weak_signal,needs_manual,medium,unknown,openalex,https://doi.org/10.1002/9781119695158.ch6,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0044,Power Data Blockchain Sharing Scheme based on Homomorphic Encryption,Y. Lin; G. Liu; J. Wen; K. Hua; F. Jin; Y. Hu; X. Liu; Q. Zhang,2022,"2022 IEEE 5th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",ieee,tech_with_weak_signal,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/imcec55388.2022.10020058,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0211,Sabine: Self-Adaptive BlockchaIn coNsEnsus,Guilain Leduc; Sylvain Kubler; Jean‐Philippe Georges,2022,,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/ficloud57274.2022.00039,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0236,TSBFT: A scalable and efficient leaderless byzantine consensus for consortium blockchain,Junfeng Tian; Junfeng Tian; Jin Tian; Jin Tian; Hongwei Xu,2022,Computer Networks,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.comnet.2022.109541,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0071,Telco Tokenization and Stablecoin Development an Industry Opportunity,S. Bhat; M. J. Morrow,2022,2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1109/igetblockchain56591.2022.10087064,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0202,The Application of the Internet of Things (IoT) to establish a technologically advanced Industry 4.0 for long-term growth and development,B Pallavi; Bestoon Othman; Guptnath Trivedi; Nimisha Manan; Rajendra Sitaram Pawar; Devesh Pratap Singh,2022,2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icacite53722.2022.9823481,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0157,A Proxy-Layer Approach to Secure Smart Contract Deployment on Private EVM-Based PoA Blockchains,Yonghao Wang; Jahid Ali; Junaid Arshad; Yunxia Liu,2023,,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1109/blockchain60715.2023.00027,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0200,A decentralized public-permissioned blockchain framework for enhanced security of health records in fog computing,Ramaiah Challa; Kiran Kumar Kothamasu,2023,Computer Methods in Biomechanics & Biomedical Engineering,openalex,tech_with_weak_signal,needs_manual,medium,unknown,openalex,https://doi.org/10.1080/10255842.2023.2262664,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0197,A physical topology for optimizing partition tolerance in consortium blockchains to reach CAP guarantee bound,Han Wang; Hui Li; Qiongwei Ye; Ping Lü; Yong Yang; Peter Han Joo Chong; Xiaoli Chu; Qi Lv; Abla Smahi,2023,Transactions on Emerging Telecommunications Technologies,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1002/ett.4820,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0099,An SGX and Blockchain-Based System for Federated Learning in Classifying COVID-19 Images,S. Qin; X. Gu; X. Jun; H. Li; M. Huang; W. Dai,2023,"2023 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)",ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1109/ispa-bdcloud-socialcom-sustaincom59178.2023.00131,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0168,B-Tor: Anonymous communication system based on consortium blockchain,Dawei Xu; Jiaqi Gao; Liehuang Zhu; Feng Gao; Yang Han; Jian Zhao,2023,Peer-to-Peer Networking and Applications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s12083-023-01514-9,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0199,Examination on interoperability of blockchains by using ZK-rollups,Amane Yamamoto; Shin-ichi Yamashita,2023,,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1145/3625078.3625084,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0176,Flexible and Fine-Grained Access Control for EHR in Blockchain-Assisted E-Healthcare Systems,Dajiang Chen; Li Zhang; Zeyu Liao; Hong‐Ning Dai; Ning Zhang; Xuemin Shen; Minghui Pang,2023,IEEE Internet of Things Journal,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/jiot.2023.3328382,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0165,GT-NRSM: efficient and scalable sharding consensus mechanism for consortium blockchain,Tao Shen; Tianyu Li; Zhuo Yu; Fenhua Bai; Chi Zhang,2023,The Journal of Supercomputing,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s11227-023-05414-w,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0031,Lightweight Privacy and Security Computing for Blockchained Federated Learning in IoT,M. Fan; K. Ji; Z. Zhang; H. Yu; G. Sun,2023,IEEE Internet of Things Journal,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/jiot.2023.3267112,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0164,RETRACTED: An enhanced consortium blockchain diversity mining technique for IoT metadata aggregation,Premkumar Chithaluru; Fadi Al‐Turjman; Raman Dugyala; Thompson Stephan; Manoj Kumar; Jagjit Singh Dhatterwal,2023,Future Generation Computer Systems,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.future.2023.10.020,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0167,Towards verifiable and privacy-preserving account model on a consortium blockchain based on zk-SNARKs,Xiaoyan Hu; Weicheng Zhou; Jun Yin; Guang Cheng; Shen Yan; Hua Wu,2023,Peer-to-Peer Networking and Applications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1007/s12083-023-01497-7,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0177,Verifcation of Academic Records Using Hyperledger Fabric and IPFS,Shaik Khaleelullah; Sai Teja Vangapalli; Malavika Gaddam; Vitesh Sai Hanumakonda; Uday Kiran Goud Gangapuram,2023,,openalex,tech_only_no_context,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icpcsn58827.2023.00040,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0045,A Review on Integrating Cloud Blockchain Technology to Secure Electronic Health Records,S. Adhav; A. Kalambkar; S. Kharwante; S. Sutar; A. Shaikh,2024,2024 4th International Conference on Soft Computing for Security Applications (ICSCSA),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icscsa64454.2024.00090,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0136,A smart contract solution for transparent auctions on permissioned blockchain platform,Sujata Swain; Vikas Chouhan,2024,Computers & Electrical Engineering,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.compeleceng.2024.109859,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0091,AALMOND: Decentralized Adaptive Access Control of Multiparty Data Sharing in Industrial Networks,R. Saha; G. Kumar; M. Conti; T. Devgun; J. J. P. C. Rodrigues,2024,IEEE Internet of Things Journal,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/jiot.2024.3392933,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0058,Auditable Medical Data Sharing through Recoverable Key Agreement,J. van Assen; R. Kromes; Z. Erkin,2024,2024 6th Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),ieee,tech_with_weak_signal,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1109/brains63024.2024.10732363,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0057,EE blockchain: End-to-end service regulation and efficient retrieval and categorization on the underlying level,R. Xiong; G. Cheng; D. Hu; Y. Xu; X. Liang; X. Zhao,2024,2024 IEEE International Conference on Web Services (ICWS),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icws62655.2024.00043,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0080,Enabling Privacy-Preserving Collaborative Learning: Secure Cryptographic Neural Networks Meet Blockchain for GDPR-Compliant Data Sharing,R. Krishnamoorthy; K. P. Kaliyamurthie,2024,2024 5th International Conference for Emerging Technology (INCET),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,http://dx.doi.org/10.1109/incet61516.2024.10593365,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0047,FutureDID: A Fully Decentralized Identity System With Multi-Party Verification,H. Deng; J. Liang; C. Zhang; X. Liu; L. Zhu; S. Guo,2024,IEEE Transactions on Computers,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/tc.2024.3398509,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0133,Legal Documentation System Using Blockchain and Interplanetary File System,A. Vijayaraj; Poornesh Prahalathan; Vakati Greshmanth Reddy; S Dinesh.; Aashish Reddy D V,2024,,openalex,tech_with_weak_signal,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/iccds60734.2024.10560457,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0290,MARTSIA: Enabling Data Confidentiality for Blockchain-Based Process Execution,"Marangone, E; Di Ciccio, C; Friolo, D; Nemmi, EN; Venturi, D; Weber, I",2024,"ENTERPRISE DESIGN, OPERATIONS, AND COMPUTING, EDOC 2023",wos,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/978-3-031-46587-1_4,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0131,Performance evaluation of an oracle-based interoperability for permissioned blockchain,Asma A. Alhussayen; Kamal Jambi; Fathy Eassa; Maher Khemakhem,2024,Computing,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s00607-024-01337-3,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0027,RPSC: Regulatable Privacy-Preserving Smart Contracts on Account-Based Blockchain,Z. L. Jiang; M. Xie; H. Chen; Y. Pan; J. Lyu; M. H. Au; J. Fang; Y. Liu; X. Wang,2024,IEEE Transactions on Network Science and Engineering,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/tnse.2024.3421539,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0066,Secure User Authentication with Secret Sharing and Smart Contract for Permissioned Blockchain,M. Okada; A. A. A. Mohd Kamal; M. Fujisawa,2024,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),ieee,tech_with_weak_signal,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/gcce62371.2024.10760718,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0081,A Blockchain-Enhanced Federated Learning Framework for Secure and Scalable Smart Healthcare Systems with Intermittent Clients,V. S; M. N; K. Sundaram; K. S,2025,2025 10th International Conference on Communication and Electronics Systems (ICCES),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icces67310.2025.11336297,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0109,A multi-center federated learning mechanism based on consortium blockchain for data secure sharing,Bin Wang; Zhao Tian; Xinrui Liu; Yujie Xia; Wei She; Wei Liu,2025,Knowledge-Based Systems,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.knosys.2025.112962,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0008,An Enhanced Data Security Framework (FinTechSec++) for FinTechs and CBDCs,R. Kumar; S. K. Garg,2025,2025 Third International Conference on Industry 4.0 Technology (I4Tech),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/i4tech64670.2025.11277486,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0036,Blockchain and Federated Learning for Safe Collaborative Machine Learning Systems with Differential Privacy,N.Padmashri; V.V.Karthikeyan; P.Sumathi; S. K. Potnuru; P. B. Aswathy; V.Baby,2025,"2025 5th International Conference on Emerging Research in Electronics, Computer Science and Technology (ICERECT)",ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icerect65215.2025.11379725,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0100,Blockchain-Enabled Access Control Using Practical Byzantine Fault Tolerance for Healthcare IoT,A. Altrad; B. Y. Almansour; B. K. Andijan; A. Y. Almansour; D. Tursunov; R. Rogith,2025,2025 International Conference on Electrical Engineering and Informatics (ICEEI),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/iceei68459.2025.11330327,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0120,Cross-domain secure communication scheme in industrial internet of things based on consortium blockchain,Gang Han; Jiping Ma; L. Gong; Qian Wang; Zhong-Liang Zhang,2025,Peer-to-Peer Networking and Applications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s12083-025-02055-z,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0083,Decentralized Certificate Verification System Using Blockchain,A. Golwalkar; H. Singh; J. Jain; U. Mittal,2025,2025 International Conference on Engineering Innovations and Technologies (ICoEIT),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icoeit63558.2025.11211711,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0079,Decentralized Electronic Health Records using Ethereum and IPFS: A Blockchain-Based Secure Access Framework,H. Harshavardhan; S. V. Vijay; S. P. Shetty; S. S. Salian; S. Krishma,2025,2025 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icbds67396.2025.11377969,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0063,Decentralized Identifiers Access Control Security Policy for Blockchain DApps and On-Chain Validation,C. N. Buţincu; A. Alexandrescu; D. -E. Bărbuţă,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/bcca66705.2025.11227182,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0048,Decoding the Blocks,V. Vadivelu; R. Rajasekar; M. P. Chinnasamy,2025,Blockchain Technology for the Engineering and Service Sectors,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1002/9781394238033.ch1,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0125,Dynamic sharding model and performance optimization method for consortium blockchain,Yan Wang; Zheng Gong; Dayu Jia; Aiping Tan; Minchao Liu,2025,The Journal of Supercomputing,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s11227-024-06870-8,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0043,Explainable Federated Learning for Secure and Transparent Medical Diagnosis in IoT-based Smart Hospitals,P. S N; N. Shelke; D. K. J. B. Saini; A. Pimpalkar; M. Pal; V. Chirchi,2025,2025 5th International Conference on Soft Computing for Security Applications (ICSCSA),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icscsa66339.2025.11171173,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0116,Healthcare Data Security and Privacy Protection Framework Based on Dual Channel Blockchain,Jasleen Kaur; Rinkle Rani; Nidhi Kalra,2025,Transactions on Emerging Telecommunications Technologies,openalex,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1002/ett.70049,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0039,"Integrating Deep Learning with Blockchain Technology to Strengthen Decentralized AI Application's Data Privacy, Security, and Transparency",M. K. Gajula; S. Perumalla; D. S. Deepika; M. Dinesh; J. Giri; M. O. Sabri,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/netcrypt65877.2025.11102722,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0093,LOGI-CHAIN: Blockchain Based Transparent Logistics Management,S. K. A. P; K. Saravanan; M. T; N. K. K,2025,2025 International Conference on Next Generation of Green Information and Emerging Technologies (GIET),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/giet65294.2025.11234874,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0110,LVCA: An efficient voting-based consensus algorithm in private Blockchain for enhancing data security,Sudhani Verma; Girish Chandra; Divakar Yadav,2025,Peer-to-Peer Networking and Applications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1007/s12083-024-01808-6,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0028,"MediCon: A Lightweight, Reputation-Based Consensus Protocol to Allow Scalable and Secure Data Sharing in Healthcare",S. E. Raja; K. D. Kumar; K. Manikandan; S. P; B. P. Shankar; I. Govindharaj,2025,2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icscds65426.2025.11166742,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0087,Multi-Agent Collaboration for Real-Time Compliance Verification in Decentralized Fintech Systems,K. Khanvilkar; V. Shinde; K. Kommuru,2025,2025 7th International Conference on Computer Communication and the Internet (ICCCI),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/iccci65070.2025.11158393,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0074,Multi-Blockchain Backup & Restore System with Zero-Knowledge Proofs (ZKPs),I. Samiha; S. Chowdhury,2025,"2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/ncim65934.2025.11160331,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0067,PQ-FIM-PCES: Enhancing Privacy Compliance in Global Cloud Systems using Post-Quantum Cryptography and Federated Identity Management,K. Srujana; S. K. Joginpelly; R. A C; K. G M; S. S. K,2025,"2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)",ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/ssitcon66133.2025.11342266,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0064,Protecting Online Personas and Financial Transactions on Distributed Ledgers with the Use of Advanced Cryptographic Methods: Blockchain Technology for Cybersecurity,R. David; S. Srinivasan,2025,2025 5th International Conference on Intelligent Technologies (CONIT),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/conit65521.2025.11167610,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0030,Research on Blockchain Privacy Preservation in Healthcare Systems,K. Wang; P. Lu; Z. Xin,2025,"2025 11th International Symposium on System Security, Safety, and Reliability (ISSSR)",ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/isssr65654.2025.00048,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0013,The Next Frontier: Blockchain Technology in Cross-Border Payments,M. Bhavana; N. Swapna; A. Y. Reddy; S. Vadlamudi; G. K. Koduru; T. Gandhi,2025,2025 6th International Conference on Electronics and Sustainable Communication Systems (ICESC),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icesc65114.2025.11212286,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0017,Towards a Cross-Chain Genomic Data Interoperability Framework: Secure and Compliant Federated Data Exchange Using Private Blockchains,F. Alakeel; B. Alothman,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/bcca66705.2025.11229686,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0084,Trustworthiness Evaluation Toward 6G Support of Space-Air-Ground Integrated Network,H. Zhang; X. Yao; K. Xu; Z. Wu; W. Li; Y. Lu; J. Yang,2025,IEEE Wireless Communications,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/mwc.001.2400273,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0025,Trustworthy Data Lakehouse Design Using Federated Learning and Blockchain,P. Chakraborty; M. A. Miah; M. A. Siam; H. Imam; K. B. Siddiqa; H. Rahman; C. R. Barikdar,2025,2025 1st International Conference on Advancement in Futuristic Technologies (ICAFT),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icaft66710.2025.11453041,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0052,Blockchain-Enabled Trustworthy Healthcare Data Sharing Mechanism for Reliable 6G-IoT Networks,Q. Zhang; X. Xue; J. Yang,2026,IEEE Internet of Things Journal,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/jiot.2025.3564782,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0082,Integration of Artificial Intelligence and Blockchain,N. Malsa; M. Verma; M. Dixit; K. Malsa,2026,Empowering Healthcare through AI and Blockchain,ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1002/9781394261833.ch5,,not_attempted,,Check publisher/DOI page manually or through institutional access,
