uncertain_id,title,authors,year,venue,doi,url,source,screen_reason,second_pass_recommendation,confidence,fulltext_found,fulltext_access,fulltext_source,landing_page_url,pdf_url,download_status,local_pdf_path,notes
UT-0001,QDBFT: A Dynamic Consensus Algorithm for Quantum-Secured Blockchain,Fei Xu; Cheng Ye; Jie OuYang; Ziqiang Wu; Haoze Chen; An Hua; Meifeng Gao; Qiandong Zhang; Minghan Li; Feilong Li; Yajun Miao; Wei Qi,2026,arXiv,10.48550/arXiv.2602.11606v1,http://arxiv.org/abs/2602.11606v1,arxiv,generic_blockchain_institutional,needs_manual,medium,yes,open,arxiv,http://arxiv.org/abs/2602.11606v1,https://arxiv.org/pdf/2602.11606v1.pdf,downloaded,data/fulltext/ambiguous/UT-0001-qdbft-a-dynamic-consensus-algorithm-for-quantum-secured-blockchain.pdf,
UT-0002,Integration Adapter Architecture for Food Traceability Blockchain,André Romão; Francisco Faria; João R. Matos; Emanuel Nunes; Samih Eisa; Miguel L. Pardal,2026,arXiv,10.48550/arXiv.2603.26306v1,http://arxiv.org/abs/2603.26306v1,arxiv,generic_blockchain_institutional,needs_manual,medium,yes,open,arxiv,http://arxiv.org/abs/2603.26306v1,https://arxiv.org/pdf/2603.26306v1.pdf,downloaded,data/fulltext/ambiguous/UT-0002-integration-adapter-architecture-for-food-traceability-blockchain.pdf,
UT-0003,Universally Composable Termination Analysis of Tendermint,Zhixin Dong; Xian Xu; Yuhang Zeng; Mingchao Wan; Chunmiao Li,2025,arXiv,10.48550/arXiv.2510.01097v2,http://arxiv.org/abs/2510.01097v2,arxiv,generic_blockchain_institutional,needs_manual,medium,yes,open,arxiv,http://arxiv.org/abs/2510.01097v2,https://arxiv.org/pdf/2510.01097v2.pdf,downloaded,data/fulltext/ambiguous/UT-0003-universally-composable-termination-analysis-of-tendermint.pdf,
UT-0006,EduChain: A Blockchain-based Education Data Management System,Yihan Liu; Ke Li; Zihao Huang; Bowen Li; Guiyan Wang; Wei Cai,2023,arXiv,10.48550/arXiv.2306.00553v1,http://arxiv.org/abs/2306.00553v1,arxiv,generic_blockchain_institutional,needs_manual,medium,yes,open,arxiv,http://arxiv.org/abs/2306.00553v1,https://arxiv.org/pdf/2306.00553v1.pdf,downloaded,data/fulltext/ambiguous/UT-0006-educhain-a-blockchain-based-education-data-management-system.pdf,
UT-0007,"DocCert: Nostrification, Document Verification and Authenticity Blockchain Solution",Monther Aldwairi; Mohamad Badra; Rouba Borghol,2023,arXiv,10.48550/arXiv.2310.09136v1,http://arxiv.org/abs/2310.09136v1,arxiv,tech_with_weak_signal,needs_manual,medium,yes,open,arxiv,http://arxiv.org/abs/2310.09136v1,https://arxiv.org/pdf/2310.09136v1.pdf,downloaded,data/fulltext/ambiguous/UT-0007-doccert-nostrification-document-verification-and-authenticity-blockchain-solutio.pdf,
UT-0008,An Enhanced Data Security Framework (FinTechSec++) for FinTechs and CBDCs,R. Kumar; S. K. Garg,2025,2025 Third International Conference on Industry 4.0 Technology (I4Tech),10.1109/I4Tech64670.2025.11277486,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11277486,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/i4tech64670.2025.11277486,,not_attempted,,
UT-0013,The Next Frontier: Blockchain Technology in Cross-Border Payments,M. Bhavana; N. Swapna; A. Y. Reddy; S. Vadlamudi; G. K. Koduru; T. Gandhi,2025,2025 6th International Conference on Electronics and Sustainable Communication Systems (ICESC),10.1109/ICESC65114.2025.11212286,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11212286,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icesc65114.2025.11212286,,not_attempted,,
UT-0017,Towards a Cross-Chain Genomic Data Interoperability Framework: Secure and Compliant Federated Data Exchange Using Private Blockchains,F. Alakeel; B. Alothman,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),10.1109/BCCA66705.2025.11229686,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229686,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/bcca66705.2025.11229686,,not_attempted,,
UT-0025,Trustworthy Data Lakehouse Design Using Federated Learning and Blockchain,P. Chakraborty; M. A. Miah; M. A. Siam; H. Imam; K. B. Siddiqa; H. Rahman; C. R. Barikdar,2025,2025 1st International Conference on Advancement in Futuristic Technologies (ICAFT),10.1109/ICAFT66710.2025.11453041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11453041,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icaft66710.2025.11453041,,not_attempted,,
UT-0027,RPSC: Regulatable Privacy-Preserving Smart Contracts on Account-Based Blockchain,Z. L. Jiang; M. Xie; H. Chen; Y. Pan; J. Lyu; M. H. Au; J. Fang; Y. Liu; X. Wang,2024,IEEE Transactions on Network Science and Engineering,10.1109/TNSE.2024.3421539,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10582519,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/tnse.2024.3421539,,not_attempted,,
UT-0028,"MediCon: A Lightweight, Reputation-Based Consensus Protocol to Allow Scalable and Secure Data Sharing in Healthcare",S. E. Raja; K. D. Kumar; K. Manikandan; S. P; B. P. Shankar; I. Govindharaj,2025,2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),10.1109/ICSCDS65426.2025.11166742,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166742,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icscds65426.2025.11166742,,not_attempted,,
UT-0029,A Blockchain-Based Self-Sovereign Identity Approach for Inter-Organizational Business Processes,A. Abid; S. Cheikhrouhou; S. Kallel; M. Jmaiel,2022,2022 17th Conference on Computer Science and Intelligence Systems (FedCSIS),10.15439/2022F194,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908860,ieee,generic_blockchain_institutional,needs_manual,medium,yes,open,openalex,https://doi.org/10.15439/2022f194,https://annals-csis.org/proceedings/2022/drp/pdf/194.pdf,download_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>,,
UT-0030,Research on Blockchain Privacy Preservation in Healthcare Systems,K. Wang; P. Lu; Z. Xin,2025,"2025 11th International Symposium on System Security, Safety, and Reliability (ISSSR)",10.1109/ISSSR65654.2025.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022680,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/isssr65654.2025.00048,,not_attempted,,
UT-0031,Lightweight Privacy and Security Computing for Blockchained Federated Learning in IoT,M. Fan; K. Ji; Z. Zhang; H. Yu; G. Sun,2023,IEEE Internet of Things Journal,10.1109/JIOT.2023.3267112,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10102683,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/jiot.2023.3267112,,not_attempted,,
UT-0036,Blockchain and Federated Learning for Safe Collaborative Machine Learning Systems with Differential Privacy,N.Padmashri; V.V.Karthikeyan; P.Sumathi; S. K. Potnuru; P. B. Aswathy; V.Baby,2025,"2025 5th International Conference on Emerging Research in Electronics, Computer Science and Technology (ICERECT)",10.1109/ICERECT65215.2025.11379725,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11379725,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icerect65215.2025.11379725,,not_attempted,,
UT-0039,"Integrating Deep Learning with Blockchain Technology to Strengthen Decentralized AI Application's Data Privacy, Security, and Transparency",M. K. Gajula; S. Perumalla; D. S. Deepika; M. Dinesh; J. Giri; M. O. Sabri,2025,2025 International Conference on Networks and Cryptology (NETCRYPT),10.1109/NETCRYPT65877.2025.11102722,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11102722,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/netcrypt65877.2025.11102722,,not_attempted,,
UT-0043,Explainable Federated Learning for Secure and Transparent Medical Diagnosis in IoT-based Smart Hospitals,P. S N; N. Shelke; D. K. J. B. Saini; A. Pimpalkar; M. Pal; V. Chirchi,2025,2025 5th International Conference on Soft Computing for Security Applications (ICSCSA),10.1109/ICSCSA66339.2025.11171173,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11171173,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icscsa66339.2025.11171173,,not_attempted,,
UT-0044,Power Data Blockchain Sharing Scheme based on Homomorphic Encryption,Y. Lin; G. Liu; J. Wen; K. Hua; F. Jin; Y. Hu; X. Liu; Q. Zhang,2022,"2022 IEEE 5th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",10.1109/IMCEC55388.2022.10020058,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10020058,ieee,tech_with_weak_signal,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/imcec55388.2022.10020058,,not_attempted,,
UT-0045,A Review on Integrating Cloud Blockchain Technology to Secure Electronic Health Records,S. Adhav; A. Kalambkar; S. Kharwante; S. Sutar; A. Shaikh,2024,2024 4th International Conference on Soft Computing for Security Applications (ICSCSA),10.1109/ICSCSA64454.2024.00090,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10918098,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icscsa64454.2024.00090,,not_attempted,,
UT-0047,FutureDID: A Fully Decentralized Identity System With Multi-Party Verification,H. Deng; J. Liang; C. Zhang; X. Liu; L. Zhu; S. Guo,2024,IEEE Transactions on Computers,10.1109/TC.2024.3398509,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10527419,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/tc.2024.3398509,,not_attempted,,
UT-0048,Decoding the Blocks,V. Vadivelu; R. Rajasekar; M. P. Chinnasamy,2025,Blockchain Technology for the Engineering and Service Sectors,10.1002/9781394238033.ch1,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=11236065.pdf&bkn=11236003&pdfType=chapter,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1002/9781394238033.ch1,,not_attempted,,
UT-0049,Eisdspa: An Efficient and Secure Blockchain-Based Donation Scheme With Privacy Protection and Auditability,Y. Zhou; H. Lei; Z. Bao,2024,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2024.3504403,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10759694,ieee,generic_blockchain_institutional,needs_manual,medium,yes,open,openalex,https://doi.org/10.1109/ojcoms.2024.3504403,,not_attempted,,
UT-0050,Blockchain and Machine Learning in EHR Security: A Systematic Review,U. Zukaib; X. Cui; M. Hassan; S. Harris; H. J. Hadi; C. Zheng,2023,IEEE Access,10.1109/ACCESS.2023.3333229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10318133,ieee,generic_blockchain_institutional,needs_manual,medium,yes,open,openalex,https://doi.org/10.1109/access.2023.3333229,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10318133.pdf,download_failed:HTTP Error 502: Bad Gateway,,
UT-0052,Blockchain-Enabled Trustworthy Healthcare Data Sharing Mechanism for Reliable 6G-IoT Networks,Q. Zhang; X. Xue; J. Yang,2026,IEEE Internet of Things Journal,10.1109/JIOT.2025.3564782,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10978035,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/jiot.2025.3564782,,not_attempted,,
UT-0057,EE blockchain: End-to-end service regulation and efficient retrieval and categorization on the underlying level,R. Xiong; G. Cheng; D. Hu; Y. Xu; X. Liang; X. Zhao,2024,2024 IEEE International Conference on Web Services (ICWS),10.1109/ICWS62655.2024.00043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707543,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icws62655.2024.00043,,not_attempted,,
UT-0058,Auditable Medical Data Sharing through Recoverable Key Agreement,J. van Assen; R. Kromes; Z. Erkin,2024,2024 6th Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),10.1109/BRAINS63024.2024.10732363,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10732363,ieee,tech_with_weak_signal,needs_manual,medium,yes,unknown,openalex,http://dx.doi.org/10.1109/brains63024.2024.10732363,,not_attempted,,
UT-0062,Dependable Decentralized Reputation Management System for Vehicular Ad Hoc Networks,K. Mrabet; F. El Bouanani; H. Ben-Azza,2021,2021 4th International Conference on Advanced Communication Technologies and Networking (CommNet),10.1109/CommNet52204.2021.9641962,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9641962,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/commnet52204.2021.9641962,,not_attempted,,
UT-0063,Decentralized Identifiers Access Control Security Policy for Blockchain DApps and On-Chain Validation,C. N. Buţincu; A. Alexandrescu; D. -E. Bărbuţă,2025,2025 7th International Conference on Blockchain Computing and Applications (BCCA),10.1109/BCCA66705.2025.11227182,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11227182,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/bcca66705.2025.11227182,,not_attempted,,
UT-0064,Protecting Online Personas and Financial Transactions on Distributed Ledgers with the Use of Advanced Cryptographic Methods: Blockchain Technology for Cybersecurity,R. David; S. Srinivasan,2025,2025 5th International Conference on Intelligent Technologies (CONIT),10.1109/CONIT65521.2025.11167610,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167610,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/conit65521.2025.11167610,,not_attempted,,
UT-0066,Secure User Authentication with Secret Sharing and Smart Contract for Permissioned Blockchain,M. Okada; A. A. A. Mohd Kamal; M. Fujisawa,2024,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),10.1109/GCCE62371.2024.10760718,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10760718,ieee,tech_with_weak_signal,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/gcce62371.2024.10760718,,not_attempted,,
UT-0067,PQ-FIM-PCES: Enhancing Privacy Compliance in Global Cloud Systems using Post-Quantum Cryptography and Federated Identity Management,K. Srujana; S. K. Joginpelly; R. A C; K. G M; S. S. K,2025,"2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)",10.1109/SSITCON66133.2025.11342266,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11342266,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/ssitcon66133.2025.11342266,,not_attempted,,
UT-0071,Telco Tokenization and Stablecoin Development an Industry Opportunity,S. Bhat; M. J. Morrow,2022,2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain),10.1109/iGETblockchain56591.2022.10087064,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087064,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,http://dx.doi.org/10.1109/igetblockchain56591.2022.10087064,,not_attempted,,
UT-0074,Multi-Blockchain Backup & Restore System with Zero-Knowledge Proofs (ZKPs),I. Samiha; S. Chowdhury,2025,"2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",10.1109/NCIM65934.2025.11160331,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11160331,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/ncim65934.2025.11160331,,not_attempted,,
UT-0077,Blockchain Overcomes Corruption: Towards Smart Institutions and Governance,H. Mazloum; G. Abdelkader; N. Mazloum,2022,2022 International Conference on Smart Systems and Power Management (IC2SPM),10.1109/IC2SPM56638.2022.9988865,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988865,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/ic2spm56638.2022.9988865,,not_attempted,,
UT-0078,FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare,C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari,2023,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2022.3210372,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915483,ieee,generic_blockchain_institutional,needs_manual,medium,yes,open,openalex,https://hdl.handle.net/11585/899376,https://cris.unibo.it/bitstream/11585/899376/3/FRAMH.pdf,download_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>,,
UT-0079,Decentralized Electronic Health Records using Ethereum and IPFS: A Blockchain-Based Secure Access Framework,H. Harshavardhan; S. V. Vijay; S. P. Shetty; S. S. Salian; S. Krishma,2025,2025 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),10.1109/ICBDS67396.2025.11377969,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11377969,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icbds67396.2025.11377969,,not_attempted,,
UT-0080,Enabling Privacy-Preserving Collaborative Learning: Secure Cryptographic Neural Networks Meet Blockchain for GDPR-Compliant Data Sharing,R. Krishnamoorthy; K. P. Kaliyamurthie,2024,2024 5th International Conference for Emerging Technology (INCET),10.1109/INCET61516.2024.10593365,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593365,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,http://dx.doi.org/10.1109/incet61516.2024.10593365,,not_attempted,,
UT-0081,A Blockchain-Enhanced Federated Learning Framework for Secure and Scalable Smart Healthcare Systems with Intermittent Clients,V. S; M. N; K. Sundaram; K. S,2025,2025 10th International Conference on Communication and Electronics Systems (ICCES),10.1109/ICCES67310.2025.11336297,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336297,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icces67310.2025.11336297,,not_attempted,,
UT-0082,Integration of Artificial Intelligence and Blockchain,N. Malsa; M. Verma; M. Dixit; K. Malsa,2026,Empowering Healthcare through AI and Blockchain,10.1002/9781394261833.ch5,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=11421455.pdf&bkn=11421341&pdfType=chapter,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1002/9781394261833.ch5,,not_attempted,,
UT-0083,Decentralized Certificate Verification System Using Blockchain,A. Golwalkar; H. Singh; J. Jain; U. Mittal,2025,2025 International Conference on Engineering Innovations and Technologies (ICoEIT),10.1109/ICoEIT63558.2025.11211711,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211711,ieee,generic_blockchain_institutional,needs_manual,medium,yes,unknown,openalex,https://doi.org/10.1109/icoeit63558.2025.11211711,,not_attempted,,
